Area;Vol_N;Vol_R;Vol_total;Fecha;id;_uid_;poligono;id_2;producto;num_expte;ano;mes;volumen_produccion;trimestre;regalias;tasa_insp_fisc;ano_comer;mes_comer;productor_comer;producto_comer;volumen_comercializado;valor_fob_usd;valor_fob_ars;tasas_comercial;tasa_cambio;sin_comercializacion
429,8;3103100,17;4550855,86;7653956,03;2023;;;;;;;;;;;;;;;;;;;;;;
33,7;207668,5;102616,14;310284,64;2023;;20;176;45;Turba embolsada - Musgus Sphagnum;10;2020;1;628,4;1;6912,4;5184,3;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;45;176;45;Turba embolsada - Musgus Sphagnum;10;2020;2;0;1;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;70;176;45;Turba embolsada - Musgus Sphagnum;10;2020;3;420;1;4620;3465;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;96;176;45;Turba embolsada - Musgus Sphagnum;10;2020;4;0;2;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;121;176;45;Turba embolsada - Musgus Sphagnum;10;2020;5;0;2;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;142;176;45;Turba embolsada - Musgus Sphagnum;10;2020;6;0;2;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;166;176;45;Turba embolsada - Musgus Sphagnum;10;2020;7;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;192;176;45;Turba embolsada - Musgus Sphagnum;10;2020;8;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;217;176;45;Turba embolsada - Musgus Sphagnum;10;2020;9;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;242;176;45;Turba embolsada - Musgus Sphagnum;10;2020;10;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;266;176;45;Turba embolsada - Musgus Sphagnum;10;2020;11;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;291;176;45;Turba embolsada - Musgus Sphagnum;10;2020;12;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;316;176;45;Turba embolsada - Musgus Sphagnum;10;2021;1;0;1;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;341;176;45;Turba embolsada - Musgus Sphagnum;10;2021;2;0;1;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;366;176;45;Turba embolsada - Musgus Sphagnum;10;2021;3;0;1;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;391;176;45;Turba embolsada - Musgus Sphagnum;10;2021;4;0;2;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;416;176;45;Turba embolsada - Musgus Sphagnum;10;2021;5;672;2;7392;5544;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;439;176;45;Turba embolsada - Musgus Sphagnum;10;2021;6;250;2;2750;2062,5;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;464;176;45;Turba embolsada - Musgus Sphagnum;10;2021;7;183,4;3;2017,4;1513,05;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;492;176;45;Turba embolsada - Musgus Sphagnum;10;2021;8;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;518;176;45;Turba embolsada - Musgus Sphagnum;10;2021;9;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;544;176;45;Turba embolsada - Musgus Sphagnum;10;2021;10;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;570;176;45;Turba embolsada - Musgus Sphagnum;10;2021;11;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;596;176;45;Turba embolsada - Musgus Sphagnum;10;2021;12;432;4;4752;3564;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;627;176;45;Turba embolsada - Musgus Sphagnum;10;2022;1;794;1;8734;6550,5;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;654;176;45;Turba embolsada - Musgus Sphagnum;10;2022;2;890;1;9790;7342,5;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;681;176;45;Turba embolsada - Musgus Sphagnum;10;2022;3;1596;1;17556;13167;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;708;176;45;Turba embolsada - Musgus Sphagnum;10;2022;4;300;2;3300;2475;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;735;176;45;Turba embolsada - Musgus Sphagnum;10;2022;5;120;2;1320;990;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;762;176;45;Turba embolsada - Musgus Sphagnum;10;2022;6;25;2;275;206,25;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;789;176;45;Turba embolsada - Musgus Sphagnum;10;2022;7;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;816;176;45;Turba embolsada - Musgus Sphagnum;10;2022;8;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;843;176;45;Turba embolsada - Musgus Sphagnum;10;2022;9;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;870;176;45;Turba embolsada - Musgus Sphagnum;10;2022;10;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;897;176;45;Turba embolsada - Musgus Sphagnum;10;2022;11;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;924;176;45;Turba embolsada - Musgus Sphagnum;10;2022;12;1750;4;19250;14437,5;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;955;176;45;Turba embolsada - Musgus Sphagnum;10;2023;1;2200;1;24200;18150;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;984;176;45;Turba embolsada - Musgus Sphagnum;10;2023;2;2280;1;25080;18810;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1015;176;45;Turba embolsada - Musgus Sphagnum;10;2023;3;1550;1;17050;12787,5;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1044;176;45;Turba embolsada - Musgus Sphagnum;10;2023;4;2000;2;22000;16500;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1073;176;45;Turba embolsada - Musgus Sphagnum;10;2023;5;1550;2;17050;12787,5;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1101;176;45;Turba embolsada - Musgus Sphagnum;10;2023;6;850;2;9350;7012,5;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1130;176;45;Turba embolsada - Musgus Sphagnum;10;2023;7;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1159;176;45;Turba embolsada - Musgus Sphagnum;10;2023;8;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1188;176;45;Turba embolsada - Musgus Sphagnum;10;2023;9;800;3;8800;6600;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1217;176;45;Turba embolsada - Musgus Sphagnum;10;2023;10;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1245;176;45;Turba embolsada - Musgus Sphagnum;10;2023;11;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1273;176;45;Turba embolsada - Musgus Sphagnum;10;2023;12;3600;4;467208;350406;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1303;176;45;Turba embolsada - Musgus Sphagnum;10;2024;1;2080;1;269942,4;202456,8;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1333;176;45;Turba embolsada - Musgus Sphagnum;10;2024;2;2200;1;285516;214137;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1363;176;45;Turba embolsada - Musgus Sphagnum;10;2024;3;1900;1;246582;184936,5;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1392;176;45;Turba embolsada - Musgus Sphagnum;10;2024;4;0;2;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1421;176;45;Turba embolsada - Musgus Sphagnum;10;2024;5;0;2;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1450;176;45;Turba embolsada - Musgus Sphagnum;10;2024;6;0;2;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1478;176;45;Turba embolsada - Musgus Sphagnum;10;2024;7;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1506;176;45;Turba embolsada - Musgus Sphagnum;10;2024;8;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1534;176;45;Turba embolsada - Musgus Sphagnum;10;2024;9;0;3;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1562;176;45;Turba embolsada - Musgus Sphagnum;10;2024;10;0;4;0;0;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1590;176;45;Turba embolsada - Musgus Sphagnum;10;2024;11;240;4;92901,6;69676,2;;;;;0;0;0;0;0;verdadero
33,7;207668,5;102616,14;310284,64;2023;;1618;176;45;Turba embolsada - Musgus Sphagnum;10;2024;12;1200;4;464508;348381;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;2;2;56;Turba embolsada - Musgus Sphagnum;26;2020;1;663,36;1;7296,96;5472,72;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;27;2;56;Turba embolsada - Musgus Sphagnum;26;2020;2;763,2;1;8395,2;6296,4;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;52;2;56;Turba embolsada - Musgus Sphagnum;26;2020;3;1695,12;1;18646,32;13984,74;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;77;2;56;Turba embolsada - Musgus Sphagnum;26;2020;4;1229,28;2;13522,08;10141,56;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;103;2;56;Turba embolsada - Musgus Sphagnum;26;2020;5;0;2;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;128;2;56;Turba embolsada - Musgus Sphagnum;26;2020;6;0;2;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;149;2;56;Turba embolsada - Musgus Sphagnum;26;2020;7;0;3;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;173;2;56;Turba embolsada - Musgus Sphagnum;26;2020;8;0;3;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;199;2;56;Turba embolsada - Musgus Sphagnum;26;2020;9;0;3;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;224;2;56;Turba embolsada - Musgus Sphagnum;26;2020;10;0;4;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;249;2;56;Turba embolsada - Musgus Sphagnum;26;2020;11;0;4;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;273;2;56;Turba embolsada - Musgus Sphagnum;26;2020;12;0;4;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;298;2;56;Turba embolsada - Musgus Sphagnum;26;2021;1;663,36;1;7296,96;5472,72;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;323;2;56;Turba embolsada - Musgus Sphagnum;26;2021;2;763,2;1;8395,2;6296,4;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;348;2;56;Turba embolsada - Musgus Sphagnum;26;2021;3;1695,12;1;18646,32;13984,74;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;373;2;56;Turba embolsada - Musgus Sphagnum;26;2021;4;1229,28;2;13522,08;10141,56;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;398;2;56;Turba embolsada - Musgus Sphagnum;26;2021;5;0;2;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;423;2;56;Turba embolsada - Musgus Sphagnum;26;2021;6;0;2;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;446;2;56;Turba embolsada - Musgus Sphagnum;26;2021;7;0;3;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;472;2;56;Turba embolsada - Musgus Sphagnum;26;2021;8;0;3;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;500;2;56;Turba embolsada - Musgus Sphagnum;26;2021;9;0;3;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;526;2;56;Turba embolsada - Musgus Sphagnum;26;2021;10;0;4;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;552;2;56;Turba embolsada - Musgus Sphagnum;26;2021;11;0;4;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;578;2;56;Turba embolsada - Musgus Sphagnum;26;2021;12;0;4;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;603;2;56;Turba embolsada - Musgus Sphagnum;26;2021;13;612;;6732;5049;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;604;2;56;Turba embolsada - Musgus Sphagnum;26;2021;13;727,4;;8001,4;6001,05;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;608;2;56;Turba embolsada - Musgus Sphagnum;26;2022;1;152,52;1;1677,72;1258,29;2022;1;56;1;654,52;11991,81;1248716;1248;104,14;falso
5,6;21213,07;31898,07;53111,14;2023;;635;2;56;Turba embolsada - Musgus Sphagnum;26;2022;2;241,92;1;2661,12;1995,84;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;662;2;56;Turba embolsada - Musgus Sphagnum;26;2022;3;402,36;1;4425,96;3319,47;2022;3;56;1;644,28;9417,13;1037624;1037;110,15;falso
5,6;21213,07;31898,07;53111,14;2023;;689;2;56;Turba embolsada - Musgus Sphagnum;26;2022;4;1577,08;2;17347,88;13010,91;2022;4;56;1;1577,08;22864,74;2576223;2577;112,67;falso
5,6;21213,07;31898,07;53111,14;2023;;716;2;56;Turba embolsada - Musgus Sphagnum;26;2022;5;251,76;2;2769,36;2077,02;2022;5;56;1;251,76;3485,36;411208;412;117,93;falso
5,6;21213,07;31898,07;53111,14;2023;;743;2;56;Turba embolsada - Musgus Sphagnum;26;2022;6;0;2;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;770;2;56;Turba embolsada - Musgus Sphagnum;26;2022;7;114;3;1254;940,5;2022;7;56;1;114;1091,86;186200;186;170,53;falso
5,6;21213,07;31898,07;53111,14;2023;;797;2;56;Turba embolsada - Musgus Sphagnum;26;2022;8;361,2;3;3973,2;2979,9;2022;8;56;1;361,2;4418,37;589960;590;133,48;falso
5,6;21213,07;31898,07;53111,14;2023;;824;2;56;Turba embolsada - Musgus Sphagnum;26;2022;9;0;3;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;851;2;56;Turba embolsada - Musgus Sphagnum;26;2022;10;0;4;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;878;2;56;Turba embolsada - Musgus Sphagnum;26;2022;11;833,88;4;9172,68;6879,51;2022;11;56;1;833,88;8320,35;1362004;1362;163,69;falso
5,6;21213,07;31898,07;53111,14;2023;;905;2;56;Turba embolsada - Musgus Sphagnum;26;2022;12;607,92;4;6687,12;5015,34;2022;12;56;1;607,92;5788,82;986900;987;170,49;falso
5,6;21213,07;31898,07;53111,14;2023;;934;2;56;Turba embolsada - Musgus Sphagnum;26;2023;1;965,64;1;10622,04;7966,53;2023;1;56;1;965,64;8680,6;1575212;1575;181,57;falso
5,6;21213,07;31898,07;53111,14;2023;;963;2;56;Turba embolsada - Musgus Sphagnum;26;2023;2;116,64;1;1283,04;962,28;2023;2;56;1;210;2794,39;529928,48;530;189,69;falso
5,6;21213,07;31898,07;53111,14;2023;;992;2;56;Turba embolsada - Musgus Sphagnum;26;2023;3;0;1;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;1023;2;56;Turba embolsada - Musgus Sphagnum;26;2023;4;615,48;2;6770,28;5077,71;2023;4;56;1;615,48;4603,44;1005284;1005;218,38;falso
5,6;21213,07;31898,07;53111,14;2023;;1052;2;56;Turba embolsada - Musgus Sphagnum;26;2023;5;866,2;2;9528,2;7146,15;2023;5;56;1;988,16;6973,32;1612691;1613;231,38;falso
5,6;21213,07;31898,07;53111,14;2023;;1081;2;56;Turba embolsada - Musgus Sphagnum;26;2023;6;0;2;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;1109;2;56;Turba embolsada - Musgus Sphagnum;26;2023;7;358,32;3;3941,52;2956,14;2023;7;56;1;358,32;2209,2;585256;585;265,12;falso
5,6;21213,07;31898,07;53111,14;2023;;1138;2;56;Turba embolsada - Musgus Sphagnum;26;2023;8;348,96;3;3838,56;2878,92;2023;8;56;1;465,6;2314,66;760480;761;332,3;falso
5,6;21213,07;31898,07;53111,14;2023;;1167;2;56;Turba embolsada - Musgus Sphagnum;26;2023;9;0;3;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;1196;2;56;Turba embolsada - Musgus Sphagnum;26;2023;10;36;4;4672,08;3504,06;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;1224;2;56;Turba embolsada - Musgus Sphagnum;26;2023;11;0;4;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;1252;2;56;Turba embolsada - Musgus Sphagnum;26;2023;12;363,84;4;47219,16;35414,37;2023;12;56;1;363,84;2055,89;1212800;1212,8;657,02;falso
5,6;21213,07;31898,07;53111,14;2023;;1281;2;56;Turba embolsada - Musgus Sphagnum;26;2024;1;0;1;0;0;;;;;0;0;0;0;0;verdadero
5,6;21213,07;31898,07;53111,14;2023;;1311;2;56;Turba embolsada - Musgus Sphagnum;26;2024;2;124,32;1;16134,25;12100,69;2024;2;56;1;124,32;501,179174;414400;414,4;826,85;falso
5,6;21213,07;31898,07;53111,14;2023;;1341;2;56;Turba embolsada - Musgus Sphagnum;26;2024;3;128,4;1;16663,75;12497,81;2024;3;56;1;128,4;505,4620608;428000;428;846,75;falso
5,6;21213,07;31898,07;53111,14;2023;;1342;2;56;Turba embolsada - Musgus Sphagnum;26;2024;3;1721,52;1;223418,87;167564,15;2024;3;56;1;128,4;505,4620608;428000;428;846,75;falso
5,6;21213,07;31898,07;53111,14;2023;;1371;2;56;Turba embolsada - Musgus Sphagnum;26;2024;4;75;2;9733,5;7300,13;2024;4;56;1;497,48;2286,07436;1991600;1991,6;871,08;falso
5,6;21213,07;31898,07;53111,14;2023;;1400;2;56;Turba embolsada - Musgus Sphagnum;26;2024;5;0;2;0;0;2024;5;56;1;328,68;1234,170315;1095600;1095,6;887,75;falso
5,6;21213,07;31898,07;53111,14;2023;;1429;2;56;Turba embolsada - Musgus Sphagnum;26;2024;6;0;2;0;0;2024;6;56;1;381,84;1418,861443;1272800;1420,59;897,11;falso
5,6;21213,07;31898,07;53111,14;2023;;1458;2;56;Turba embolsada - Musgus Sphagnum;26;2024;7;0;3;0;0;2024;7;56;1;63;1376,798347;1260000;1260;915,17;falso
5,6;21213,07;31898,07;53111,14;2023;;1486;2;56;Turba embolsada - Musgus Sphagnum;26;2024;8;0;3;0;0;2024;8;56;1;344,88;1226,024869;1149600;1149,6;937,69;falso
5,6;21213,07;31898,07;53111,14;2023;;1514;2;56;Turba embolsada - Musgus Sphagnum;26;2024;9;30,96;3;11984,31;8988,23;2024;9;56;1;111,6;384,7944143;372000;372;966,75;falso
5,6;21213,07;31898,07;53111,14;2023;;1542;2;56;Turba embolsada - Musgus Sphagnum;26;2024;10;256,8;4;99404,71;74553,53;2024;10;56;1;256,8;877,2176076;856000;856;975,33;falso
5,6;21213,07;31898,07;53111,14;2023;;1570;2;56;Turba embolsada - Musgus Sphagnum;26;2024;11;592,8;4;229466,95;172100,21;2024;11;56;1;606,6;10804,43215;10911000;10911;1007,08;falso
5,6;21213,07;31898,07;53111,14;2023;;1598;2;56;Turba embolsada - Musgus Sphagnum;26;2024;12;2105,88;4;815165,09;611373,82;2024;12;56;1;2112,58;68462,94599;69776000;69776;1018,63;falso
37,4;335462,6;24772;360234,6;2023;;7;8;11;Turba embolsada - Musgus Sphagnum;1;2020;1;4819,5;1;53014,5;39760,88;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;32;8;11;Turba embolsada - Musgus Sphagnum;1;2020;2;962,28;1;10585,08;7938,81;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;57;8;11;Turba embolsada - Musgus Sphagnum;1;2020;3;1220,1;1;13421,1;10065,83;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;83;8;11;Turba embolsada - Musgus Sphagnum;1;2020;4;1419,06;2;15609,66;11707,25;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;108;8;11;Turba embolsada - Musgus Sphagnum;1;2020;5;1865,1;2;20516,1;15387,08;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;154;8;11;Turba embolsada - Musgus Sphagnum;1;2020;7;1826,04;3;20086,44;15064,83;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;178;8;11;Turba embolsada - Musgus Sphagnum;1;2020;8;1998;3;21978;16483,5;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;179;8;11;Turba embolsada - Musgus Sphagnum;1;2020;8;2304;3;25344;19008;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;204;8;11;Turba embolsada - Musgus Sphagnum;1;2020;9;1300,5;3;14305,5;10729,13;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;229;8;11;Turba embolsada - Musgus Sphagnum;1;2020;10;1651,7;4;18168,7;13626,53;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;253;8;11;Turba embolsada - Musgus Sphagnum;1;2020;11;1828,8;4;20116,8;15087,6;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;278;8;11;Turba embolsada - Musgus Sphagnum;1;2020;12;1810,92;4;19920,12;14940,09;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;303;8;11;Turba embolsada - Musgus Sphagnum;1;2021;1;3872,38;1;42596,18;31947,14;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;328;8;11;Turba embolsada - Musgus Sphagnum;1;2021;2;3037,2;1;33409,2;25056,9;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;353;8;11;Turba embolsada - Musgus Sphagnum;1;2021;3;6235,14;1;68586,54;51439,91;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;378;8;11;Turba embolsada - Musgus Sphagnum;1;2021;4;1419,06;2;15609,66;11707,25;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;403;8;11;Turba embolsada - Musgus Sphagnum;1;2021;5;3427,8;2;37705,8;28279,35;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;451;8;11;Turba embolsada - Musgus Sphagnum;1;2021;7;1358,46;3;14943,06;11207,3;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;477;8;11;Turba embolsada - Musgus Sphagnum;1;2021;8;1767,6;3;19443,6;14582,7;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;478;8;11;Turba embolsada - Musgus Sphagnum;1;2021;8;2439,6;3;26835,6;20126,7;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;505;8;11;Turba embolsada - Musgus Sphagnum;1;2021;9;2222,1;3;24443,1;18332,33;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;531;8;11;Turba embolsada - Musgus Sphagnum;1;2021;10;691,32;4;7604,52;5703,39;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;557;8;11;Turba embolsada - Musgus Sphagnum;1;2021;11;2218,2;4;24400,2;18300,15;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;583;8;11;Turba embolsada - Musgus Sphagnum;1;2021;12;1887,36;4;20760,96;15570,72;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;605;8;11;Turba embolsada - Musgus Sphagnum;1;2021;13;1393,5;;15328,5;11496,38;;;;;0;0;0;0;0;verdadero
37,4;335462,6;24772;360234,6;2023;;613;8;11;Turba embolsada - Musgus Sphagnum;1;2022;1;2236,92;1;24606,12;18454,59;2022;1;11;1;3227,76;82530,49;8547632;8552;103,52;falso
37,4;335462,6;24772;360234,6;2023;;640;8;11;Turba embolsada - Musgus Sphagnum;1;2022;2;1468,8;1;16156,8;12117,6;2022;2;11;1;2098,8;63940,04;6960738,74;6960;109,99;falso
37,4;335462,6;24772;360234,6;2023;;667;8;11;Turba embolsada - Musgus Sphagnum;1;2022;3;11246,34;1;123709,74;92782,31;2022;3;11;1;2535;77377,6;8443361,34;8444;109,21;falso
37,4;335462,6;24772;360234,6;2023;;694;8;11;Turba embolsada - Musgus Sphagnum;1;2022;4;0;2;0;0;2022;4;11;1;3701;90802,56;8922252,32;8926;109,94;falso
37,4;335462,6;24772;360234,6;2023;;721;8;11;Turba embolsada - Musgus Sphagnum;1;2022;5;0;2;0;0;2022;5;11;1;3806,08;210097,49;11497351,6;11505;116,45;falso
37,4;335462,6;24772;360234,6;2023;;748;8;11;Turba embolsada - Musgus Sphagnum;1;2022;6;0;2;0;0;2022;6;11;1;1991,7;49141,54;6011381,64;6014;122,21;falso
37,4;335462,6;24772;360234,6;2023;;775;8;11;Turba embolsada - Musgus Sphagnum;1;2022;7;0;3;0;0;2022;7;11;1;2512,8;79911,04;8218116,56;8220;138,43;falso
